nome,edge_simpl,hue_simpl,average_lum,contrast_ratio,hist_width,blur,edge_simpl2,score
10004473376.jpg,0.0010814666748046,7,41.52675794550206,0.0,0.003875612745098,0.4980646769205729,0.0011157989501953,77.3836206896552
10007357496.jpg,0.0010821024576822,17,66.37310293781822,0.0081273042017823,0.003109681372549,0.4957440694173177,0.0011164347330729,68.7285714285714
10007903636.jpg,0.001080830891927,16,54.8149345428528,0.0,0.0033241421568627,0.4943428039550781,0.0011157989501953,78.6285714285714
10009096245.jpg,0.0010789235432942,17,14.681202456348029,0.0,0.0029718137254901,0.4973373413085937,0.0011132558186848,77.24375
100117038.jpg,0.0010827382405598,14,77.8004915777791,0.0,0.0031709558823529,0.4948527018229167,0.0011177062988281,75.1125
10012398043.jpg,0.0010782877604166,18,79.32942504476419,0.1718463219030406,0.0028492647058823,0.5007756551106771,0.0011119842529296,65.1495327102804
10013822223.jpg,0.0010814666748046,16,81.21713375604479,0.0328835401269167,0.0033547794117647,0.4988136291503906,0.0011164347330729,68.30625
10014002683.jpg,0.0010782877604166,17,81.66913954423252,0.0058308751572877,0.0028186274509803,0.4873835245768229,0.0011164347330729,64.7627118644068
10017119924.jpg,0.0010827382405598,15,74.32376473497543,0.0127534312684663,0.0034773284313725,0.499975840250651,0.0011170705159505,66.224358974359
10020766793.jpg,0.0010833740234375,16,29.92060746160038,0.0,0.0033241421568627,0.4987220764160156,0.0011164347330729,81.50625
10020891105.jpg,0.0010827382405598,12,29.09269170739627,0.0027417349602379,0.0034773284313725,0.5051358540852865,0.0011157989501953,56.8297413793103
10022757465.jpg,0.0008633931477864,14,78.41809884936353,0.0,0.003890931372549,0.499267578125,0.0009365081787109,71.0154867256637
10022844623.jpg,0.0010801951090494,11,53.50870068135483,0.0003957365406908,0.003890931372549,0.5001881917317709,0.0011157989501953,60.925
10027545463.jpg,0.001080830891927,12,39.491062112547056,0.0003961272333891,0.0037071078431372,0.502417246500651,0.0011164347330729,72.8279816513761
10027582235.jpg,0.0010821024576822,13,66.64380647759329,0.0091900846083856,0.0034773284313725,0.4969444274902344,0.0011164347330729,77.1377118644068
10029841663.jpg,0.0010757446289062,16,45.62415532851381,0.0058380552784561,0.0038143382352941,0.502936045328776,0.0011126200358072,70.125
10031298826.jpg,0.001040776570638,16,18.83060922116285,0.0,0.003890931372549,0.4996782938639323,0.0011005401611328,50.5681818181818
10031913154.jpg,0.0010821024576822,18,64.25592618044647,0.0058308751572877,0.0037071078431372,0.5001805623372396,0.0011164347330729,70.5
10039534103.jpg,0.0010814666748046,19,74.90783444993161,0.0143159279688581,0.0024662990196078,0.4873390197753906,0.0011170705159505,76.075
10041870415.jpg,0.0010827382405598,8,37.03386627232605,0.0,0.0037990196078431,0.504638671875,0.0011157989501953,66.4210526315789
10043785683.jpg,0.0010833740234375,9,43.802066067620615,0.0,0.0036764705882352,0.5016797383626302,0.0011170705159505,71.2043269230769
10047832035.jpg,0.0010814666748046,7,39.29977585811904,0.0013782934215834,0.0035845588235294,0.4979807535807292,0.0011170705159505,71.8
10048365153.jpg,0.0010795593261718,5,47.13608876070106,0.0,0.0038143382352941,0.4960924784342448,0.0011151631673177,58.0929203539823
10050349236.jpg,0.0010840098063151,11,41.21028184026277,0.0,0.003860294117647,0.4918123881022135,0.0011170705159505,30.9418103448276
10058760545.jpg,0.0010821024576822,19,22.48752604642624,0.0041042194181143,0.0037071078431372,0.5011024475097656,0.0011157989501953,15.2293577981651
10059344614.jpg,0.0009428660074869,17,68.70743236815527,0.0,0.003860294117647,0.4996528625488281,0.0009822845458984,68.6651376146789
10061596254.jpg,0.0010814666748046,17,67.89307340904399,0.0097853035965803,0.0035232843137254,0.4979604085286458,0.0011170705159505,59.6418918918919
10067457634.jpg,0.0010801951090494,15,36.94028731880177,0.0,0.003875612745098,0.4995892842610677,0.0011138916015625,78.4390756302521
10068507976.jpg,0.0010833740234375,17,18.11881893763994,0.0,0.0034773284313725,0.4975674947102864,0.0011164347330729,57.6548672566372
10068778516.jpg,0.0010274251302083,14,50.638594271364745,0.0,0.003890931372549,0.499542236328125,0.0010871887207031,71.8782608695652
10069534975.jpg,0.0010763804117838,14,52.22854644959568,0.0082868764978159,0.0037071078431372,0.501458485921224,0.0011157989501953,73.7222222222222
10071864114.jpg,0.0010814666748046,15,66.4189563715746,0.0,0.0027879901960784,0.494085947672526,0.0011164347330729,71.9090909090909
10075168775.jpg,0.000864028930664,18,77.30393598385415,0.0,0.003890931372549,0.4982643127441406,0.0009593963623046,74.7785714285714
10077468576.jpg,0.0010795593261718,9,52.98488690842754,0.0,0.003890931372549,0.5035909016927084,0.0011145273844401,73.8152173913043
10077880165.jpg,0.0010821024576822,19,62.9498431331536,0.0054504213553377,0.0026654411764705,0.4900004069010417,0.0011170705159505,31.2256637168142
10079711433.jpg,0.0010827382405598,18,20.55334928268817,0.0,0.003890931372549,0.5032958984375,0.0011157989501953,59.0625
10082923485.jpg,0.0010763804117838,11,15.540053328380138,0.0,0.003890931372549,0.497357686360677,0.0011126200358072,53.2260869565217
10086300493.jpg,0.0010821024576822,14,59.84739959285623,0.0366173361364231,0.0035998774509803,0.4967091878255208,0.0011157989501953,68.3026315789474
100882570.jpg,0.0010770161946614,5,65.89613738617929,0.0,0.0038143382352941,0.4934933980305989,0.0011138916015625,65.4747899159664
10089027076.jpg,0.0010814666748046,11,10.05582880758753,0.0005830875157287,0.0019301470588235,0.4991493225097656,0.0011164347330729,23.0785714285714
10089177336.jpg,0.0010821024576822,10,77.40352045949625,0.0,0.0034620098039215,0.4995307922363281,0.0011145273844401,72.945945945946
10091520555.jpg,0.0010827382405598,19,24.05285858355664,0.0469457194741414,0.0032322303921568,0.5005594889322916,0.0011157989501953,33.6443965517241
10093057603.jpg,0.0010821024576822,14,38.884596135022605,0.0085015634207207,0.0032169117647058,0.4956169128417969,0.0011157989501953,63.4955752212389
10094235786.jpg,0.0010814666748046,15,52.5834892721791,0.0,0.0032935049019607,0.4979845682779948,0.0011164347330729,62.1559633027523
10110458216.jpg,0.0010789235432942,19,80.15569175474648,0.0,0.003844975490196,0.4988238016764323,0.0011100769042968,64.7293577981651
10111411235.jpg,0.0010814666748046,15,84.8200883445946,0.0174218475838645,0.003094362745098,0.4863459269205729,0.0011157989501953,18.4705882352941
10113730664.jpg,0.0010821024576822,15,57.46240209576383,0.0457037337905971,0.0035539215686274,0.510351816813151,0.0011157989501953,68.8125
10115071674.jpg,0.0010821024576822,13,27.047804258298783,0.0,0.003875612745098,0.4993247985839844,0.0011164347330729,72.775
10118773964.jpg,0.0010827382405598,18,66.57891415896866,0.0048336844207674,0.0035998774509803,0.5010503133138021,0.0011157989501953,53.0733944954128
10121813934.jpg,0.001080830891927,16,35.51644739446984,0.0,0.0037071078431372,0.4943987528483073,0.0011151631673177,65.3980582524272
10125013364.jpg,0.0010833740234375,18,14.31564116229697,0.0,0.003890931372549,0.4984347025553385,0.0011062622070312,31.2711538461538
10126177964.jpg,0.0008405049641927,8,6.784086159993461,0.0,0.0031862745098039,0.4989585876464844,0.0009733835856119,70.9078947368421
10126857344.jpg,0.0010827382405598,13,55.75490479311869,0.0,0.0035232843137254,0.5006701151529948,0.0011157989501953,68.7331932773109
10130566006.jpg,0.0010267893473307,8,56.0369077528264,0.0,0.003890931372549,0.5001373291015625,0.0011145273844401,71.95
10131980434.jpg,0.0010821024576822,18,64.9046672788533,0.033367913212079,0.0016697303921568,0.50372314453125,0.0011157989501953,61.0279850746269
