edge_simpl,hue_simpl,average_lum,contrast_ratio,hist_width,blur,score
10004473376.jpg,0.0010814666748046875,7,41.52675794550206,0.0,0.0038756127450980393,0.49806467692057294,77.3836206896552
10007357496.jpg,0.0010821024576822917,17,66.37310293781822,0.0081273042017823,0.0031096813725490194,0.4957440694173177,68.7285714285714
10007903636.jpg,0.0010808308919270833,16,54.8149345428528,0.0,0.003324142156862745,0.4943428039550781,78.6285714285714
10009096245.jpg,0.0010789235432942708,17,14.681202456348027,0.0,0.002971813725490196,0.49733734130859375,77.24375
100117038.jpg,0.0010827382405598958,14,77.8004915777791,0.0,0.003170955882352941,0.4948527018229167,75.1125
10012398043.jpg,0.0010782877604166667,18,79.32942504476419,0.17184632190304064,0.002849264705882353,0.5007756551106771,65.1495327102804
10013822223.jpg,0.0010814666748046875,16,81.21713375604479,0.032883540126916744,0.0033547794117647057,0.4988136291503906,68.30625
10014002683.jpg,0.0010782877604166667,17,81.66913954423252,0.005830875157287707,0.002818627450980392,0.48738352457682294,64.7627118644068
10017119924.jpg,0.0010827382405598958,15,74.32376473497543,0.012753431268466358,0.003477328431372549,0.49997584025065106,66.224358974359
10020766793.jpg,0.0010833740234375,16,29.92060746160038,0.0,0.003324142156862745,0.4987220764160156,81.50625
10020891105.jpg,0.0010827382405598958,12,29.09269170739627,0.002741734960237956,0.003477328431372549,0.5051358540852865,56.8297413793103
10022757465.jpg,0.0008633931477864584,14,78.41809884936353,0.0,0.0038909313725490197,0.499267578125,71.0154867256637
10022844623.jpg,0.0010801951090494792,11,53.50870068135483,0.00039573654069084083,0.0038909313725490197,0.5001881917317709,60.925
10027545463.jpg,0.0010808308919270835,12,39.491062112547056,0.00039612723338912733,0.0037071078431372547,0.502417246500651,72.8279816513761
10027582235.jpg,0.0010821024576822917,13,66.64380647759329,0.009190084608385635,0.003477328431372549,0.4969444274902344,77.1377118644068
10029841663.jpg,0.00107574462890625,16,45.62415532851381,0.005838055278456154,0.0038143382352941175,0.502936045328776,70.125
10031298826.jpg,0.001040776570638021,16,18.83060922116285,0.0,0.0038909313725490197,0.4996782938639323,50.5681818181818
10031913154.jpg,0.0010821024576822915,18,64.25592618044647,0.005830875157287707,0.0037071078431372547,0.5001805623372396,70.5
10039534103.jpg,0.0010814666748046875,19,74.90783444993161,0.014315927968858127,0.002466299019607843,0.4873390197753906,76.075
10041870415.jpg,0.0010827382405598958,8,37.033866272326044,0.0,0.003799019607843137,0.504638671875,66.4210526315789
10043785683.jpg,0.0010833740234375,9,43.802066067620615,0.0,0.003676470588235294,0.5016797383626302,71.2043269230769
10047832035.jpg,0.0010814666748046875,7,39.299775858119034,0.0013782934215834232,0.0035845588235294116,0.4979807535807292,71.8
10048365153.jpg,0.001079559326171875,5,47.13608876070106,0.0,0.0038143382352941175,0.4960924784342448,58.0929203539823
10050349236.jpg,0.0010840098063151042,11,41.21028184026277,0.0,0.003860294117647059,0.49181238810221356,30.9418103448276
10058760545.jpg,0.0010821024576822915,19,22.487526046426236,0.00410421941811433,0.0037071078431372547,0.5011024475097656,15.2293577981651
10059344614.jpg,0.0009428660074869791,17,68.70743236815527,0.0,0.003860294117647059,0.4996528625488281,68.6651376146789
10061596254.jpg,0.0010814666748046875,17,67.89307340904399,0.00978530359658035,0.0035232843137254903,0.4979604085286458,59.6418918918919
10067457634.jpg,0.0010801951090494792,15,36.94028731880177,0.0,0.0038756127450980393,0.4995892842610677,78.4390756302521
10068507976.jpg,0.0010833740234375,17,18.11881893763994,0.0,0.003477328431372549,0.49756749471028644,57.6548672566372
10068778516.jpg,0.0010274251302083333,14,50.638594271364745,0.0,0.0038909313725490197,0.499542236328125,71.8782608695652
10069534975.jpg,0.001076380411783854,14,52.22854644959568,0.008286876497815916,0.0037071078431372547,0.501458485921224,73.7222222222222
10071864114.jpg,0.0010814666748046875,15,66.4189563715746,0.0,0.0027879901960784314,0.49408594767252606,71.9090909090909
10075168775.jpg,0.0008640289306640625,18,77.30393598385415,0.0,0.0038909313725490197,0.4982643127441406,74.7785714285714
10077468576.jpg,0.001079559326171875,9,52.98488690842754,0.0,0.0038909313725490197,0.5035909016927084,73.8152173913043
10077880165.jpg,0.0010821024576822915,19,62.9498431331536,0.0054504213553377414,0.0026654411764705883,0.4900004069010417,31.2256637168142
10079711433.jpg,0.0010827382405598958,18,20.55334928268817,0.0,0.0038909313725490197,0.5032958984375,59.0625
10082923485.jpg,0.001076380411783854,11,15.540053328380138,0.0,0.0038909313725490197,0.49735768636067706,53.2260869565217
10086300493.jpg,0.0010821024576822917,14,59.84739959285623,0.03661733613642312,0.003599877450980392,0.4967091878255208,68.3026315789474
100882570.jpg,0.0010770161946614583,5,65.89613738617929,0.0,0.0038143382352941175,0.49349339803059894,65.4747899159664
10089027076.jpg,0.0010814666748046875,11,10.05582880758753,0.0005830875157287707,0.0019301470588235295,0.4991493225097656,23.0785714285714
10089177336.jpg,0.0010821024576822917,10,77.40352045949625,0.0,0.0034620098039215685,0.4995307922363281,72.945945945946
10091520555.jpg,0.0010827382405598958,19,24.05285858355664,0.04694571947414147,0.0032322303921568625,0.5005594889322916,33.6443965517241
10093057603.jpg,0.0010821024576822917,14,38.884596135022605,0.00850156342072077,0.003216911764705882,0.4956169128417969,63.4955752212389
10094235786.jpg,0.0010814666748046875,15,52.5834892721791,0.0,0.0032935049019607843,0.4979845682779948,62.1559633027523
10110458216.jpg,0.0010789235432942708,19,80.15569175474648,0.0,0.003844975490196078,0.4988238016764323,64.7293577981651
10111411235.jpg,0.0010814666748046875,15,84.8200883445946,0.017421847583864506,0.003094362745098039,0.48634592692057294,18.4705882352941
10113730664.jpg,0.0010821024576822915,15,57.46240209576383,0.0457037337905971,0.003553921568627451,0.510351816813151,68.8125
10115071674.jpg,0.0010821024576822917,13,27.047804258298786,0.0,0.0038756127450980393,0.4993247985839844,72.775
10118773964.jpg,0.0010827382405598958,18,66.57891415896866,0.004833684420767449,0.003599877450980392,0.5010503133138021,53.0733944954128
10121813934.jpg,0.0010808308919270835,16,35.51644739446984,0.0,0.0037071078431372547,0.4943987528483073,65.3980582524272
10125013364.jpg,0.0010833740234375,18,14.31564116229697,0.0,0.0038909313725490197,0.49843470255533856,31.2711538461538
10126177964.jpg,0.0008405049641927083,8,6.784086159993461,0.0,0.0031862745098039215,0.4989585876464844,70.9078947368421
10126857344.jpg,0.0010827382405598958,13,55.75490479311869,0.0,0.0035232843137254903,0.5006701151529948,68.7331932773109
10130566006.jpg,0.0010267893473307292,8,56.0369077528264,0.0,0.0038909313725490197,0.5001373291015625,71.95
10131980434.jpg,0.0010821024576822915,18,64.9046672788533,0.03336791321207905,0.0016697303921568627,0.50372314453125,61.0279850746269
10133867305.jpg,0.0010821024576822915,18,33.35765098637209,0.0,0.003844975490196078,0.5008799235026041,58.1607142857143
10134737015.jpg,0.0010496775309244792,9,82.63553631274951,0.0,0.0036151960784313727,0.4995409647623698,54.5903361344538
10140071304.jpg,0.001087188720703125,13,73.67175674719981,0.0,0.003844975490196078,0.5021438598632812,62.5576923076923
10147970884.jpg,0.0010738372802734375,11,37.70701873880884,0.0,0.0038143382352941175,0.49709828694661456,76.8561946902655
10153847086.jpg,0.0010712941487630208,12,55.96665348602445,0.0,0.0038143382352941175,0.4995384216308594,59.23125
10154367094.jpg,0.0010827382405598958,15,80.81794386190283,0.01231116701914619,0.003553921568627451,0.4984881083170573,74.1120689655172
10154991453.jpg,0.0010801951090494792,15,32.41969577955569,0.0,0.0038909313725490197,0.5038172403971354,74.1854838709677
10155925686.jpg,0.0010725657145182292,16,49.78211003524202,0.014273646187379679,0.003278186274509804,0.49890391031901044,52.8798076923077
101601008.jpg,0.00107574462890625,19,56.303141982674724,0.0,0.0038909313725490197,0.5016454060872396,61.0875
10164654253.jpg,0.0010814666748046875,17,51.02734781661181,0.0014268476183345157,0.0033700980392156864,0.5025151570638021,52.9220183486239
10164842933.jpg,0.0010833740234375,17,39.85705156089205,0.0,0.0038143382352941175,0.4986610412597656,76.69375
10169304416.jpg,0.0010833740234375,12,52.580351017326585,0.0,0.003737745098039216,0.4999504089355469,80.8716814159292
10173544123.jpg,0.0010833740234375,9,79.88742918625206,0.0,0.0038909313725490197,0.49985631306966144,65.1055555555556
