edge_simpl,hue_simpl,average_lum,contrast_ratio,hist_width,blur,score
10004473376.jpg,0.9876302083333334,7,41.52675794550206,0.0,0.97265625,0.49806467692057294,77.3836206896552
10007357496.jpg,0.9881184895833334,17,66.37310293781822,0.0081273042017823,0.78125,0.4957440694173177,68.7285714285714
10007903636.jpg,0.9856770833333334,16,54.8149345428528,0.0,0.83203125,0.4943428039550781,78.6285714285714
10009096245.jpg,0.98291015625,17,14.681202456348027,0.0,0.625,0.49733734130859375,77.24375
100117038.jpg,0.9881184895833334,14,77.8004915777791,0.0,0.73828125,0.4948527018229167,75.1125
10012398043.jpg,0.9855143229166666,18,79.32942504476419,0.17184632190304064,0.68359375,0.5007756551106771,65.1495327102804
10013822223.jpg,0.9853515625,16,81.21713375604479,0.032883540126916744,0.80859375,0.4988136291503906,68.30625
10014002683.jpg,0.9840494791666666,17,81.66913954423252,0.005830875157287707,0.6484375,0.48738352457682294,64.7627118644068
10017119924.jpg,0.98828125,15,74.32376473497543,0.012753431268466358,0.828125,0.49997584025065106,66.224358974359
10020766793.jpg,0.9873046875,16,29.92060746160038,0.0,0.8125,0.4987220764160156,81.50625
10020891105.jpg,0.98876953125,12,29.09269170739627,0.002741734960237956,0.8046875,0.5051358540852865,56.8297413793103
10022757465.jpg,0.78173828125,14,78.41809884936353,0.0,0.98828125,0.499267578125,71.0154867256637
10022844623.jpg,0.98486328125,11,53.50870068135483,0.00039573654069084083,0.98046875,0.5001881917317709,60.925
10027545463.jpg,0.9850260416666666,12,39.491062112547056,0.00039612723338912733,0.89453125,0.502417246500651,72.8279816513761
10027582235.jpg,0.9884440104166666,13,66.64380647759329,0.009190084608385635,0.8125,0.4969444274902344,77.1377118644068
10029841663.jpg,0.9803059895833334,16,45.62415532851381,0.005838055278456154,0.96875,0.502936045328776,70.125
10031298826.jpg,0.9459635416666666,16,18.83060922116285,0.0,0.98828125,0.4996782938639323,50.5681818181818
10031913154.jpg,0.98681640625,18,64.25592618044647,0.005830875157287707,0.9296875,0.5001805623372396,70.5
10039534103.jpg,0.986328125,19,74.90783444993161,0.014315927968858127,0.6171875,0.4873390197753906,76.075
10041870415.jpg,0.98828125,8,37.033866272326044,0.0,0.95703125,0.504638671875,66.4210526315789
10043785683.jpg,0.9889322916666666,9,43.802066067620615,0.0,0.9140625,0.5016797383626302,71.2043269230769
10047832035.jpg,0.9876302083333334,7,39.299775858119034,0.0013782934215834232,0.9140625,0.4979807535807292,71.8
10048365153.jpg,0.9645182291666666,5,47.13608876070106,0.0,0.95703125,0.4960924784342448,58.0929203539823
10050349236.jpg,0.990234375,11,41.21028184026277,0.0,0.98046875,0.49181238810221356,30.9418103448276
10058760545.jpg,0.98828125,19,22.487526046426236,0.00410421941811433,0.8203125,0.5011024475097656,15.2293577981651
10059344614.jpg,0.8445638020833333,17,68.70743236815527,0.0,0.97265625,0.4996528625488281,68.6651376146789
10061596254.jpg,0.9876302083333334,17,67.89307340904399,0.00978530359658035,0.89453125,0.4979604085286458,59.6418918918919
10067457634.jpg,0.9851888020833334,15,36.94028731880177,0.0,0.95703125,0.4995892842610677,78.4390756302521
10068507976.jpg,0.9892578125,17,18.11881893763994,0.0,0.8125,0.49756749471028644,57.6548672566372
10068778516.jpg,0.9368489583333334,14,50.638594271364745,0.0,0.98046875,0.499542236328125,71.8782608695652
10069534975.jpg,0.9752604166666666,14,52.22854644959568,0.008286876497815916,0.93359375,0.501458485921224,73.7222222222222
10071864114.jpg,0.9876302083333334,15,66.4189563715746,0.0,0.65234375,0.49408594767252606,71.9090909090909
10075168775.jpg,0.7565104166666667,18,77.30393598385415,0.0,0.9921875,0.4982643127441406,74.7785714285714
10077468576.jpg,0.98388671875,9,52.98488690842754,0.0,0.9921875,0.5035909016927084,73.8152173913043
10077880165.jpg,0.9881184895833334,19,62.9498431331536,0.0054504213553377414,0.671875,0.4900004069010417,31.2256637168142
10079711433.jpg,0.9881184895833334,18,20.55334928268817,0.0,0.97265625,0.5032958984375,59.0625
10082923485.jpg,0.97412109375,11,15.540053328380138,0.0,0.984375,0.49735768636067706,53.2260869565217
10086300493.jpg,0.9876302083333334,14,59.84739959285623,0.03661733613642312,0.90625,0.4967091878255208,68.3026315789474
100882570.jpg,0.9715169270833334,5,65.89613738617929,0.0,0.9609375,0.49349339803059894,65.4747899159664
10089027076.jpg,0.9881184895833334,11,10.05582880758753,0.0005830875157287707,0.33984375,0.4991493225097656,23.0785714285714
10089177336.jpg,0.9881184895833334,10,77.40352045949625,0.0,0.8671875,0.4995307922363281,72.945945945946
10091520555.jpg,0.9876302083333334,19,24.05285858355664,0.04694571947414147,0.80078125,0.5005594889322916,33.6443965517241
10093057603.jpg,0.9881184895833334,14,38.884596135022605,0.00850156342072077,0.78515625,0.4956169128417969,63.4955752212389
10094235786.jpg,0.9853515625,15,52.5834892721791,0.0,0.80859375,0.4979845682779948,62.1559633027523
10110458216.jpg,0.9807942708333334,19,80.15569175474648,0.0,0.97265625,0.4988238016764323,64.7293577981651
10111411235.jpg,0.9866536458333334,15,84.8200883445946,0.017421847583864506,0.71875,0.48634592692057294,18.4705882352941
10113730664.jpg,0.98828125,15,57.46240209576383,0.0457037337905971,0.8984375,0.510351816813151,68.8125
10115071674.jpg,0.9876302083333334,13,27.047804258298786,0.0,0.94140625,0.4993247985839844,72.775
10118773964.jpg,0.98876953125,18,66.57891415896866,0.004833684420767449,0.9140625,0.5010503133138021,53.0733944954128
10121813934.jpg,0.9876302083333334,16,35.51644739446984,0.0,0.87890625,0.4943987528483073,65.3980582524272
10125013364.jpg,0.9890950520833334,18,14.31564116229697,0.0,0.9921875,0.49843470255533856,31.2711538461538
10126177964.jpg,0.7569986979166667,8,6.784086159993461,0.0,0.6953125,0.4989585876464844,70.9078947368421
10126857344.jpg,0.98828125,13,55.75490479311869,0.0,0.89453125,0.5006701151529948,68.7331932773109
10130566006.jpg,0.9342447916666666,8,56.0369077528264,0.0,0.9921875,0.5001373291015625,71.95
10131980434.jpg,0.98876953125,18,64.9046672788533,0.03336791321207905,0.421875,0.50372314453125,61.0279850746269
10133867305.jpg,0.98828125,18,33.35765098637209,0.0,0.9296875,0.5008799235026041,58.1607142857143
10134737015.jpg,0.9244791666666666,9,82.63553631274951,0.0,0.859375,0.4995409647623698,54.5903361344538
10140071304.jpg,0.9685872395833334,13,73.67175674719981,0.0,0.9765625,0.5021438598632812,62.5576923076923
10147970884.jpg,0.9812825520833334,11,37.70701873880884,0.0,0.93359375,0.49709828694661456,76.8561946902655
10153847086.jpg,0.9637044270833334,12,55.96665348602445,0.0,0.95703125,0.4995384216308594,59.23125
10154367094.jpg,0.9864908854166666,15,80.81794386190283,0.01231116701914619,0.84765625,0.4984881083170573,74.1120689655172
10154991453.jpg,0.9851888020833334,15,32.41969577955569,0.0,0.984375,0.5038172403971354,74.1854838709677
10155925686.jpg,0.97705078125,16,49.78211003524202,0.014273646187379679,0.80859375,0.49890391031901044,52.8798076923077
101601008.jpg,0.97900390625,19,56.303141982674724,0.0,0.98828125,0.5016454060872396,61.0875
10164654253.jpg,0.9881184895833334,17,51.02734781661181,0.0014268476183345157,0.84765625,0.5025151570638021,52.9220183486239
